"REPORT_NUMBER"	"REPORT_RECEIVED_DATE"	"NAME"	"SIGNIFICANT"	"LOCATION_LATITUDE"	"LOCATION_LONGITUDE"	"NARRATIVE"
20130030	"1/30/2013"	"SUNOCO PIPELINE L.P."	"YES"	40.3196	-76.0431	"INVESTIGATION OF AN AREA OF DARKER SOIL REPORTED BY A LANDOWNER DISCOVERED A VERY SLIGHT WEEPING LEAK COMING FROM THE 14  INCH PIPE LINE.  A TEMPORARY REPAIR WAS MADE.  A SECTION OF THE PIPE WAS CUT OUT AND REPLACED WITH NEW PIPE.  THE CUT OUT SECTION WAS SENT TO DNV FOR ANALYSIS TO DETERMINE THE NATURE OF THE FEATURE IDENTIFIED AS THE SOURCE OF THE RELEASE.  THE RESULTS OF THE FAILURE ANALYSIS INDICATE THAT THE CAUSE OF THE LEAK WAS A PRE-EXISTING CAVITY IN THE PIPE WALL THAT WAS ASSOCIATED WITH THE LAMINATIONS.  THE DEFECT LOCALLY REDUCED THE WALL THICKNESS, WHICH INCREASED THE CYCLIC HOOP STRESS, RESULTING IN THE INITIATION AND GROWTH OF FATIGUE CRACKS.  FINAL FAILURE OCCURRED AS A RESULT OF DUCTILE OVERLOAD, RESULTING IN A LEAK."
20130031	"1/31/2013"	"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P."	"NO"	32.70298	-92.54888	"TWO HUNTERS NOTIFIED NUSTAR CONTROL CENTER OF A SLIGHT AMMONIA ODOR LATE EVENING ON 1/10/13.  ON 1/11/13 THE ODOR WAS VERIFIED BY NUSTAR TECHNICIAN.  EXCAVATION CREW WAS DISPATCHED AND THE LINE WAS EXCAVATED ON 1/12/13 WHERE A SEGMENT PLUG ON A STOPPLE TEE WAS WEEPING AN AMMONIA VAPOR.  ALL PLUGS WERE REPAIRED."
20130032	"1/31/2013"	"SUNOCO PIPELINE L.P."	"NO"	30.94062	-94.40307	"THE CONTROL CENTER CONTACTED OPERATION PERSONNEL REGARDING AN EXCESSIVE RUN TIME ON THE SUMP PUMP AT COLMESNEIL STATION.  OPERATION PERSONNEL INVESTIGATED AND DISCOVERED THAT A RELIEF VALVE ON THE PUMP FAILED CAUSING CRUDE OIL TO BE RELEASED TO THE DRAIN SYSTEM AND BACK UP IN THE DRAIN LINES FROM THE PUMP TO THE SUMP.  THE DRAIN LINES COULDN'T ACCOMODATE THE AMOUNT OF OIL FLOWING TO THEM FROM THE RELIEF VALVE CAUSING A RELEASE FROM THE PUMP DRAIN SYSTEM. SUPPLEMENTAL SUBMITTED ON 3/28/2013 TO INCLUDE PART E5F PER PHMSA REQUEST. FINAL COSTS UPDATED ON 6/19/2013."
20130033	"1/31/2013"	"COLONIAL PIPELINE CO"	"YES"	36.07076	-79.93915	"AT APPROXIMATELY 06:28 ON JANUARY 01, 2013,THE 03 LINE SHUT DOWN DUE TO LOW SUCTION WHILE CHANGING  PRODUCT  TYPE FROM  FUEL OIL TO GASOLINE.   AT THAT TIME, THE B OPERATOR  WENT TO BLEED AIR FROM THE UNITS IN THE OUTGOING  MANIFOLD.   HE ALSO WENT TO THE GASOLINE MANIFOLD TO CHECK ON THE GASOLINE CAN PUMP  AND SPOTTED  GASOLINE ON THE GROUND  IN THE AREA.  AT 06:53  THE LEAD OPERATOR  WAS NOTIFIED  OF THE INCIDENT.  AT 06:54  THE LOCAL PROJECTS  AND RESPONSE PERSONNEL  WERE NOTIFIED. AT 07:00  THE LEAD OPERATOR  NOTIFIED  THE DIRECTOR  OF OPERATIONS.  THE LOCAL ENVIRONMENTAL SPECIALIST  WAS NOTIFIED  AT 07:08.  ALL OF THE ABOVE MENTIONED  WERE ON SITE BY 07:45. SINCE THE RELEASE WAS GASOLINE, IT WAS DETERMINED THAT IT WOULD BE SAFER TO HAVE THE FIRE DEPARTMENT ON SITE AND A 911 CALL WAS MADE AT 07:49. THE FIRE DEPARTMENT ARRIVED AT 07:55.  GUILFORD COUNTY EMERGENCY  MANAGEMENT  WAS NOTIFIED  BY FIRE DEPARTMENT BATTALION  CHIEF.  WHEN IT WAS DETERMINED THAT MORE THAN 25 GALLONS HAD BEEN RELEASED, THE ENVIRONMENTAL SPECIALIST NOTIFIED  NCDENR AT 09:51.  THE NATIONAL RESPONSE CENTER (NRC) WAS INITIALLY NOTIFIED  ON JANUARY 01, 2013 AT 17:31 BY REPORT NO. 1034598 WHEN IT WAS ESTIMATED THAT  RESPONSE AND REPAIR COSTS WOULD EXCEED $50,000.  A FOLLOW UP NOTIFICATION WAS MADE TO THE NRC ON JANUARY 07, 2013 AT 16:50 BY REPORT  NO. 1035033 TO UPDATE  THE RELEASE VOLUME  TO ACCOUNT FOR PRODUCT  THAT  WAS CAPTURED  WITHIN  THE CONCRETE VAULT BUT NOT RELEASED TO THE ENVIRONMENT. THE FAILURE  OCCURRED  WITH THE LINE 03 GAS CAN PUMP WHICH WAS STARTED  AND RAN WITH NO FLOW DUE TO A CLOSED INLET VALVE.  THE OPERATOR MISSED A STEP TO OPEN THE PREMIUM GAS DIVIDER  VALVE IN THE OIL TO GAS PROCEDURE.  THE CAN PUMP STOPPED DUE TO HIGH VIBRATION ACCORDING TO ALARMS ON THE OPERATOR'S  SCREEN.  THE INTEGRITY OF THE CAN PUMP FLANGE WAS COMPROMISED DUE TO OVER PRESSURE RESULTING IN THE RELEASE.  THE ESTIMATED VOLUME OF THE RELEASE IS 5,514 GALLONS.  OF THIS TOTAL, 3,024 GALLONS WERE CONTAINED WITHIN AND RECOVERED FROM THE CAN PUMP CONCRETE VAULT.  A TOTAL OF 4,447 GALLONS WAS RECOVERED AND APPROXIMATELY 1,067 GALLONS WERE LOST TO EVAPORATION AND APPROXIMATELY 6 GALLONS ARE ESTIMATED TO BE CONTAINED WITHIN THE IMPACTED SOILS.  THE GAS CAN PUMP AND ASSOCIATED PIPING HAS BEEN ISOLATED  FROM THE SYSTEM.  A PIPING BYPASS WAS CONSTRUCTED AND INSTALLED AROUND  THE CAN PUMP TO RESTORE  OPERATIONS."
20130034	"1/31/2013"	"PLANTATION PIPE LINE CO"	"NO"	33.698451	-85.13932	"CORROSION LEAK ON TANK 76'S FILL LINE."
20130035	"2/1/2013"	"COLONIAL PIPELINE CO"	"NO"	33.42163	-86.28629	"AT 16:30 ON 1/8/13 DURING  A ROUTINE  STATION  CHECK AT ST IVES STATION, TECHNICIANS DISCOVERED PRODUCT  DRIPPING FROM THE LINE 2 STATION  BLOCK VALVE.  THE TECHNICIANS IMMEDIATELY MADE NOTIFICATIONS AND CONTAINED THE LEAK.  THE BOLTS ON THE CUPOLA AND BONNET  WERE TIGHTENED AND PRODUCT DRIP WAS REDUCED  TO A WEEP THAT WAS CONTAINED  WITH ABSORBENT DIAPERS.  SITE WAS CONTINUOUSLY MONITORED UNTIL REPAIRED. NO AGENCY REPORTING THRESHHOLDS WERE REACHED. REPAIR  WAS SCHEDULED AND MADE THE FOLLOWING  MORNING 1/9/13 AT 09:00.  A 2' AREA AT THE BASE OF THE VALVE  WAS IMPACTED.  THE AFFECTED  SOIL WAS REMOVED  AND AREA COMPLETELEY  CLEANED UP.   CLEAN UP BEGAN 1/9/13 AND WAS COMPLETED  1/10/13. 4 YARDS OF SOIL WERE REMOVED.   THROUGH PRODUCT  RECOVERED  AND RESULTS  FROM LAB ANALYSIS OF THE SOIL IT WAS DETERMINED THAT  THE LEAK VOLUME  WAS 9 GALLONS (6.5  GALLONS OF FREE PRODUCT/2.5 GALLONS CONTAINED  IN SOIL). ALL CONTAMINATED SOIL WILL BE PROPERLY  DISPOSED  OF AT AN OFFSITE  APPROVED  DISPOSAL FACILITY."
20130036	"2/1/2013"	"KOCH PIPELINE COMPANY, L.P."	"NO"	45.143056	-92.999245	"SCHEDULED MAINTENANCE WORK WAS BEING PERFORMED TO REPLACE THE PUMP 2 DISCHARGE FLANGE GASKET AT THE INTERMEDIATE HUGO PUMP STATION ON MINNESOTA PIPE LINE (MPL). MPL LINES 1, 2 & 3 WERE ISOLATED FROM THE HUGO PUMP STATION BY CLOSING MANUAL SUCTION & DISCHARGE 16inch STATION GATE VALVES, ALLOWING THE STATION TO BE DRAINED UP.  THE MECHANICAL FIELD TECHNICIAN (" MFT"") PERFORMED STATION LOCKOUT, THEN OPENED DRAIN VALVE ON THE PUMP HEADER TO BLEED PRESSURE AND CRUDE OIL TO THE SUMP.  THERE WAS A TEMPORARY OBSTRUCTION LOCATED AT THE BOTTOM OF MPL 1, ABOVE THE GROUND SUCTION 16inch STATION GATE VALVE, WHICH STOPPED THE VALVE FROM FULLY CLOSING. THE ABOVE GROUND HEADER DRAIN VALVE ALSO HAD AN OBSTRUCTION, WHICH RELEASED AFTER BEING FULLY OPENED, SENDING A SURGE THROUGH THE DRAIN LINE.  THIS RESULTED IN A BACKUP OF CRUDE OIL IN CONNECTING DRAIN LINES WHICH SPRAYED OUT FROM UNDER THE 4 PUMP INBOARD AND OUTBOARD SEAL BOX COVERS ONTO THE PUMP BASE AND GROUND. THE MFT, RESPONSIBLE FOR THE WORK ACTIVITY, WAS FIRST OPERATOR QUALIFIED FOR TASK 63.4, MANUALLY OR REMOTELY OPEN OR CLOSE VALVES OR OTHER EQUIPMENT, THROUGH KPL'S OPERATOR QUALIFICATION (" OQ"") PROGRAM IN 2006. OQ REQUIRES PASSING THREE TESTS:  A WRITTEN KNOWLEDGE TEST, A PERFORMANCE TEST AND A WRITTEN ABNORMAL OPERATING CONDITIONS (AOC) TEST. THE MFT RE-QUALIFIED ON ALL 3 TESTS IN 2009. HE RE-QUALIFIED ON THE AOC TEST AND WRITTEN KNOWLEDGE TEST ON JUNE 14 AND JULY 12, 2012, RESPECTIVELY.  THE MFT DID NOT TAKE THE PERFORMANCE TEST BY THE 3 YEAR RE-QUALIFICATION DATE OF JULY 16, 2012. THEREFORE, THE MFT DID NOT POSSESS ALL REQUIRED OQ CREDENTIALS FOR TASK 63.4 AT THE TIME OF THE RELEASE ON JANUARY 2, 2013. THIS INFORMATION ABOUT THE OQ STATUS OF THE MFT WAS DISCOVERED DURING THE POST-INCIDENT REVIEW OF THE ACCIDENT.  THE MFT RE-QUALIFIED HIS FULL OQ CREDENTIALS BY TAKING AND SUCCESSFULLY PASSING THE PERFORMANCE TEST FOR TASK 63.4, ON JANUARY 28, 2013.  THE TOTAL AMOUNT OF SOIL REMEDIATED WAS 35.66 TONS. ONCE CLEAN UP FROM THE RELEASE WAS COMPLETED, A PLAN WAS PUT IN PLACE AND HEAT WAS APPLIED TO THE MPL LINE 1 ABOVE THE GROUND SUCTION 16inch STATION GATE VALVE TO ADDRESS THE TEMPORARY OBSTRUCTION. THIS MANUAL VALVE WAS ABLE TO FULLY CLOSE WITHOUT MUCH EFFORT AND LIKELY HAD ICE IN THE VALVE. REPLACEMENT OF THE PUMP 2 DISCHARGE FLANGE GASKET WAS PERFORMED WITHOUT ISSUE."
20130037	"2/4/2013"	"GENESIS PIPELINE USA, L.P."	"NO"	31.41808	-87.40189	"THE PD PUMP AT FRISCO CITY STATION WAS DISCOVERED LEAKING AROUND 2:15 PM BY A DRIVER UNLOADING AT THE STATION.  THE DRIVER NOTIFIED OCC, WHO SHUT DOWN THE PUMP,  AND HIS SUPERVISOR.  THE SUPERVISOR NOTIFIED AREA MANAGEMENT.  THE SEGMENT OPERATOR AND MECHANIC FOUND THE PACKING AROUND THE SHAFT OF THE PD PUMP TO HAVE FAILED CAUSING SOME CRUDE TO LEAK WITH EACH STROCK OF THE PUMP.  APPROXIMATELY 1 BBL LEAKED AND IMPACKED ABOUT 60'X60' AREA AROUND THE PUMP (ALL INSIDE THE STATION)."
20130038	"2/5/2013"	"MOBIL CHEMICAL CO"	"NO"	30.066112	-93.820278	"LEAKNG " O" RING ON A 2INCH VALVE"
20130039	"2/5/2013"	"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC"	"YES"	37.061114	-95.576738	"AT APPROXIMATELY 6:03AM SCADA SENT OPERATIONS PERSONNEL AN ALARM ON STATION SHUT DOWN AND LOW SUCTION ON TK﾿S 22A1, 22A2 AND 22A3.  WHEN OPERATIONS ARRIVED ON-SITE THERE WAS NO POWER AT THE FACILITY.  THE LOCAL ELECTRIC COMPANY WAS CONTACTED AND SHORTLY ARRIVED ON-SITE TO RESTORE POWER.  WHEN POWER WAS RESTORED, OPERATIONS PERSONNEL NOTICED SCADA INDICATING THE MOV﾿S ON THE SUCTION AND FILL LINE IN THE CLOSED POSITION.  THE OPERATOR  WENT TO INSPECT THE SUCTION AND FILL MANIFOLD SYSTEM AND NOTICED A SMALL SPRAY OF CRUDE OIL COMING FROM THE UPSTREAM SIDE OF THE 16﾿ FLANGE/GASKET.  THE OPERATOR REMOVED THE BREAKERS FROM THE PANELS IN ORDER TO MANUALLY OPEN THE MOV﾿S TO RELIEVED PRESSURE CAUSE BY THE VALVE HAVING FAILED IN THE CLOSED POSITION AS PROGRAMED BY THE SCADA CONTRACTOR.  THE MOV﾿S HAVE SINCE BEEN CORRECTED BY THE SCADA CONTRACTOR TO FAIL IN THE OPEN POSITION.  IT IS ESTIMATED THAT 5 TO 6 CUBIC YARDS OF SOIL WAS REMEDIATED DURING THE SPILL CLEAN-UP.   ALTHOUGH PRESSURE EXCEEDED 110% OF MOP IT DID NOT EXCEED THE MAOP."
20130040	"2/6/2013"	"MAGELLAN PIPELINE COMPANY, LP"	"YES"	41.41355	-93.62581	"WHILE DRIVING TO WORK A MAGELLAN EMPLOYEE IDENTIFIED A PETROLEUM ODOR THAT APPEARED TO BE COMING FROM THE MP 318.28 VALVE BOX.  UPON FURTHER INSPECTION IT WAS CONFIRMED THAT THE STEM SEAL ON THE VALVE WAS LEAKING AND REQUIRED REPLACEMENT.  UPON FURTHER REVIEW, IT WAS DETERMINED THAT THE ENTIRE VALVE NEEDED TO BE REPLACED SINCE THE VALVE WAS NOT EQUIPPED WITH A MEANS OF REPACKING THE STEM SEAL.  A NEW VALVE WAS INSTALLED TO COMPLETE THE REPAIR. THE RELEASED PRODUCT WAS SUBSEQUENTLY RECOVERED."
20130041	"2/7/2013"	"ENTERPRISE CRUDE PIPELINE LLC"	"NO"	31.531786	-96.185508	"THE STEM SEAL PACKING GLAND FAILED ON THE INCOMING 30inch GATE VALVE. APPROXIMATELY TWO BARRELS OF OIL WERE RELEASED BEFORE THE FAILED NIPPLE COULD BE REMOVED AND REPLACED. THE OIL WAS CONTAINED IN THE OPEN EXCAVATION IN THE STATION. FREE OIL WAS REMOVED WITH THE VACUUM TRUCK ON SITE AND STAINED PIPING WAS CLEANED WITH ABSORBENT PADS. THE STAINED ROCK WAS REMOVED TO SECURED AREA. THE VALVE HAD JUST BEEN MOVED FROM BELOW-GROUND TO ABOVE-GROUND AS PART OF THE SEAWAY REVERSAL AND IS THOUGHT TO HAVE BEEN DAMAGED DURING THE MOVE."
20130042	"2/7/2013"	"MAGELLAN TERMINALS HOLDINGS, LP"	"YES"	35.94607	-96.74874	"TANK 2512 WAS NEAR EMPTY DUE TO A PRODUCT CHANGE.  OPERATORS ATTEMPTED TO VERIFY THE PRODUCT LEVEL WITH A HAND-LINE MEASUREMENT AND MOVED THE RADAR GAUGE.  WHEN THIS OCCURS, THE RADAR GAUGE SHOULD GO INTO COMMUNICATIONS FAILURE AND RETURN AN INVALID READING TO THE PLC.  THIS PROCESS DIDN'T HAPPEN AND THE GAUGE RETURNED TO A LEVEL GREATER THAN 10 FEET TO THE PLC WHICH ALLOWED THE MIXERS TO TURN ON.  MECHANICAL SEAL DAMAGE OCCURRED WHEN THE MIXERS MADE CONTACT WITH THE FLOATING ROOF. THE RELEASE DID NOT MEET THE NRC REQUIREMENTS BUT WAS LATER DETERMINED TO EXCEED THE $50,000 CRITERIA AND THE NRC WAS NOTIFIED AT THAT TIME."
20130043	"2/8/2013"	"MARATHON PIPE LINE LLC"	"NO"	40.513477	-84.953281	"PUMP SEAL FAILURE CAUSING CRUDE RELEASE UNDER REPORING THRESHOLD (91.6 GALLONS).  DURING REPAIR AND REMDIATION, OVER ONE INCH OF RAIN FELL.  DUE TO THIS, 24-HOUR MONITORING OF THE SITE WAS CONDUCTED AS A PRECAUTIONARY MEASURE, AND RESULTED IN AN INCREASED AMOUNT OF WATER TO BE REMOVED FROM THE EXCAVATION AND DISPOSED.  RECEIPT FROM CONTRACTOR INDICATED THAT THE COST OF APPROXIMATELY $60,000.  7/18/2013 UPDATE:  AN ESTIMATED 60 CUBIC YARDS OF CONTAMINATED SOIL WAS REMOVED FROM THE SITE."
20130044	"2/11/2013"	"MID - VALLEY PIPELINE CO"	"NO"	32.87476	-91.05339	"TO VERIFY PROPER OPERATION OF A RECENT SUMP PUMP REPAIR, A DRAIN VALVE WAS OPENED ON THE BOTTOM OF THE INBOUND STRAINER BASKET TO ALLOW OIL FLOW TO THE SUMP.  THE DRAIN LINE IS A COMMON LINE SHARED WITH THE SAMPLE POT.  FAILURE TO CLOSE THE SAMPLE POT DRAIN LINE VALVE ALLOWED OIL TO BACK UP THE DRAIN SYSTEM AND OVERFILL THE SAMPLE POT. RE-SUBMITTED ON 3/19/2013 TO INCLUDE PART E5F PER PHMSA REQUEST."
20130045	"2/11/2013"	"PLANTATION PIPE LINE CO"	"NO"	38.73302	-77.19229	"WHILE DRAINING WATER FROM THE TURBINE FUEL FILTER BANK, THE EMPLOYEE FAILED TO OPEN THE SUMP PUMP DISCHARGE VALVE AND FAILED TO MONITOR THE PROCESS WHICH RESULTED IN THE OVERFILL OF THE SUMP AND THE DISCHARGE OF APPROXIMATELY 33 GALLONS OF PRODUCT."
20130046	"2/12/2013"	"PHILLIPS 66 PIPELINE LLC"	"YES"	35.726944	-101.354167	"DURING AN INSPECTION TOOL TRACKING OPERATION, AN NGL LEAK OCCURRED AT A VALVE FLANGE AT MP 0.52. PIPELINE EMPLOYEES HAD ATTACHED THEIR GEO-PHONE TO THE LINE TO LISTEN FOR THE MFL TOOL COMING INTO THE BLOCK VALVE SET. THE PIG ARRIVED AT THE VALVE SET AND THE FLANGE UPSTREAM OF THE VALVE IMMEDIATELY BEGAN LEAKING. THE PIPELINE EMPLOYEES EVACUATED THE AREA TO AN UPWIND LOCATION, CALLED THE CONTROL CENTER AND THE PIPELINE WAS SHUT DOWN. NOTIFICATIONS TO MANAGEMENT PERSONNEL WERE MADE. THE PIPELINE WAS SUBSEQUENTLY ISOLATED AND DEPRESSURED.  THE GASKET IN THE FLANGE UPSTREAM OF THE VALVE WAS REPLACED AND THE PIPELINE WAS RESTARTED."
20130047	"2/12/2013"	"ENTERPRISE CRUDE PIPELINE LLC"	"NO"	35.940158	-96.747808	"A 4 INCH VALVE ON THE SEAWAY 30 INCH SUCTION LINE DEVELOPED A CRACK RESULTING IN A SMALL LEAK ON SITE AT THE CUSHING EAST FACILITY.  THIS LINE IS USED TO DRAIN UP THE FACILITY PIPING AND IS UNDER PRESSURE DURING NORMAL OPERATION.  AFTER FURTHER INVESTIGATION BY OPERATION PERSONNEL THE VALVLE CRACKED DUE TO RESIDUAL WATER FROM PREVIOUS HYDRO TEST AND COLD TEMPERATURES."
20130048	"2/13/2013"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	38.91689	-95.68922	"MAGELLAN PERSONNEL WERE CHECKING THE BRAND AND MODEL OF BLOCK VALVES AND DISCOVERED THAT PRODUCT HAD LEAKED OUT AROUND THE VALVE STEM SEAL AND HAD ACCUMULATED INSIDE THE METAL VALVE BOX SURROUNDING THE VALVE.  LOOSE PRODUCT WAS RECLAIMED AND THE VALVE WAS REMOVED AND A SPOOL OF PRE-TESTED PIPE WAS INSTALLED IN ITS PLACE.  THE RECOVERED PRODUCT WAS RECLAIMED ACCORDING TO COMPANY AND STATE STANDARDS."
20130049	"2/13/2013"	"JAYHAWK PIPELINE LLC"	"YES"	38.7919	-99.6332	"AT 2PM ON 1/17/13 STATION OPERATOR ARRIVED AT HOLTZINGER STATION FOR ROUTINE STATION CHECK. UPON ARROVAL HE COULD SEE OIL LEAKING FROM THE END OF THE PUMP. HE IMMEDIATELY SHUT DOWN THE STATION LOCALLY TO STOP FLOW AND NOTIFIED THE CONTROL CENTER, EHS AND AREA FOREMAN. OIL LEAKING FROM PUMP WAS RUNNING FROM THE NORTH END OF THE STATION TO SOUTHEAST CORNER FOLLOWING ELEVATION AND WAS GATHERING IN CONTAINMET BERM ALREADY IN PLACE. STATION OPERATOR CALLED FOR VACUUM TRUCKS TO BE DISPATCHED TO SITE WHILE AREA FOREMAN DISPATCHED LOCAL PERSONNEL AND EQUIPMENT TO SITE. FOREMAN ARRIVED ON SITE AT 3:10 PM DID HAZARD ASSESSMENT, PERFOMED LOTO  THEN DIRECTED VAC TRUCKS AND COMPANY PERSONNEL TO PICK UP OIL FROM DIKED AREA. FROM TIME OF DISCOVERY TO WHEN BACKUP ARRIVED TO DO HAZ ASSESSMENT, OIL THAT HAD LEAKED CONTINUED TO COLLECT IN SE CORNER OF PROPERTY AND SMALL AMOUNT DID TRICKLE OVER TOP OF BERMS APPROXIMATELY 14.4 BBLS LEFT SITE IN A 90 FT X 36 FT AREA. DURING CLEANUP MECHANIC DETERMINED SPILL CAME FROM A CRACKED LINER/PISTON END CAP ON GASO PD PUMP. UPON DISASSEMBLY MECHANIC FOUND THAT RETAING NUT ON PISTON ROD HAD LOOSENED AND IN DOING SO BEGAN TO CONTACT END CAP CRACKING IT. THE RETAINING NUT IS RETAINED ALSO BY A COTTER PIN THAT PASSES THROUGH HOLE IN ROD AND NOTCHES MANUFACTURED IN RETAINING NUT. ONLY A SMALL SLIVER OF THE COTTER PIN WAS FOUND. NEW PISTON ROD, PISTON NUT, RETAINING NUT, AND COTTER PIN WERE INSTALLED ALONG WITH NEW " END CAP" TO REPLACE ONE CRACKED.   BY 8PM 1/17/13 350 BBLS OIL HAD BEEN PICKED UP AT SITE AND IMPACTED SOILS HAD BEEN PILED AWAITING DETERMINATION OF REMEDIATION AREA. PUMP WAS REPAIRED BY THIS TIME ALSO AND RESTARTED AND MONITORED. ON 1/18/13 LOCAL PERSONNEL CONTINUED TO REMOVE IMPACTED SOILS AROUND PUMPS AND PIPING AND ALSO MOVED IMPACTED SOIL PILE FROM NIGHT BEFORE TO REMEDIATION SITE AGREED TO WITH LANDOWNER. BY MID AFTERNOON KDHE HAD BEEN ON SITE TO APPROVE CLEANUP. ALSO ON 1/18/13 AT 5:30 PM PHMSA INSPECTOR MET WITH JIM WILSON AND DARYL CRAM AT SPILL SITE AND INSPECTED PARTS FROM ASSOCIATED PUMP AT KAW'S RUSSELL OFFICE. PHMSA INSPECTOR ALSO REVISTED HOLZINGER STATION THE FOLLOWING DAY ON 1/19/13 WITH LOCAL OPERATING PERSONNEL GIVING HIM ACCESS TO SITE.   SPILL ESTIMATE IS 391.8 BBL RECOVERED 350 BBL WITH 41.8 BBL RETAINED IN SATURATED SOILS.   INVESTIGATION INTO COTTER PIN FAILURE, RETAINING NUT LOOSENING, ETC. IS ONGOING. NRC WAS NOT NOTIFIED BECAUSE OPERATOR DID NOT FEEL IT MET CRITERIA IN 195.52 (NO DEATH, NO FIRE, ESTIMATED COST OF CLEANUP AND DAMAGES WOULD BE LESS THAN $50,000, WAS NOT ON WATER. OPERATOR NOW NOTIFIES NRC EVERYTIME, REGARDLESS OF CRITERIA OR SIZE OF SPILL.   TOTAL CUBIC YARDS BEING REMEDIATED IS 319.28"
20130050	"2/14/2013"	"KINDER MORGAN PIPELINES (USA) INC"	"NO"	45.479889	-108.852723	"ON JANUARY 22, 2013 A COMPANY EMPLOYEE ARRIVED ONSITE AT THE EXPRESS PIPELINE EDGAR STATION IN MONTANA TO PERFORM MAINTENANCE AND NOTICED OIL STAINING ON THE GRAVEL SURROUNDING THE PIG LAUNCHER CATCH BASIN DUE TO THE CATCH BASIN OVERFLOWING.  THE EMPLOYEE IMMEDIATELY ISOLATED THE PIG LAUNCHER AND DRAINED THE PIG LAUNCHER CATCH BASIN TO PREVENT FURTHER PRODUCT RELEASE.  THE RELEASE IMPACTED AN AREA OF APPROXIMATELY 400 SQUARE FEET AT THE PIG LAUNCHER LOCATION AND WAS CONTAINED COMPLETELY ON EXPRESS PIPELINE PROPERTLY. THE VOLUME OF THE RELEASE WAS ESTIMATED AT 10 - 15 GALLONS. ALL FREE OIL WAS RECOVERED AND THE CONTAMINATED SOIL EXCAVATED AND DISPOSED OF OFF SITE. NO EXTERNAL NOTIFICATIONS WERE MADE SINCE THE RELEASE DID NOT MEET FEDERAL OR STATE AGENCY REPORTING REQUIREMENTS. THE RELEASE APPARENTLY RESULTED FROM AN O RING FAILURE ON THE PIG LAUNCHER END CLOSURE."
20130051	"2/14/2013"	"ROADRUNNER PIPELINE, L.L.C."	"NO"	33.24455	-102.26934	"13:45  THE RELEASE WAS DISCOVERED DURING A ROUTINE STATION CHECK AND WAS IMMEDIATELY REPORTED.  THE HOLLY ENERGY TECHNICIAN DRAINED ENOUGH OF THE CRUDE OUT OF THE STRAINER AND INTO THE SUMP IN ORDER TO STOP THE LEAK.  THE CRUDE OIL WAS CONTAINED WITHIN THE CONFINES OF THE PUMP STATION AND STUCK TO THE LAYER OF GRAVEL; THEREFORE, DID NOT PENETRATE THE SOIL (AS IT IS HEAVY CRUDE).  THE PIPELINE WAS NOT OPERATIONAL WHEN THE LEAK OCCURED AND HAD NOT BEEN OPERATIONAL FOR APPROXIMATELY SEVEN DAYS.  14:50  THE HOLLY ENERGY SUPERVISOR COORDINATED WITH CLEAN-UP CREWS.  CLEANUP CREWS ARRIVED ONSITE ON 1/18/2013 AT 9:00.  THE GASKET WAS REPLACED AND CLEANUP COMPLETED ON 1/18/2013.  16:48  NRC REPORT WAS MADE. NOTE:  I HAVE ATTEMPTED TO COMPLETE PART G ON SEVERAL OCCASIONS AND HAVE NOT BEEN SUCCESSFUL.  THE FIELD FOR THE DESCRIPTION FOR " OTHER EQUIPMENT FAILURE" WILL NOT ALLOW ME TO TYPE IN IT.  THE CAUSE OF THE EQUIPMENT FAILURE WAS DUE TO THERMAL PRESSURE. SUPPLEMENTAL NOTES 03/04/2014:  IN ORDER TO CLARIFY HOW THE EQUIPMNET FAILED DUE TO THERMAL PRESSURE WE ARE ADDING ADDITIONAL NOTES TO THIS SUPPLEMENT REPORT.  THE GASKET ON THE STRAINER BEGAN LEAKING BELOW THE SET POINT OF 150 PSI DUE TO THERMAL PRESSURE.  THE THERMAL RELIEF VALVE WAS SET TO 140 PSI HOWEVER DUE TO THE GASKET FAILING BELOW THE SET POINT THE THERMAL RELIEF VALVE WAS NOT ACTIVATED.  A DETERMINATION WAS MADE THAT THE STRAINER WAS NOT A REQUIRED COMPONENT OF THE SYSTEM AND WAS REMOVED."
